,0,1,2,3,4,5,6,7,8,9,10
0,5.0,4.0,2.0,1.0,0.0,2.0,3.0,2.0,1.0,1203.0,24.0
1,5.0,4.0,8.0,1.0,0.0,1.0,3.0,2.0,1.0,1203.0,24.0
2,2.0,2.0,32.0,1.0,5.0,1.0,2.0,4.0,1.0,1203.0,24.0
3,6.0,2.0,60.0,1.0,6.0,2.0,3.0,1.0,1.0,1203.0,24.0
4,6.0,2.0,58.0,1.0,5.0,2.0,4.0,1.0,1.0,1203.0,24.0
5,5.0,2.0,49.0,1.0,6.0,2.0,2.0,4.0,1.0,1203.0,24.0
6,5.0,4.0,13.0,1.0,1.0,2.0,4.0,2.0,1.0,1203.0,24.0
7,3.0,2.0,41.0,1.0,1.0,1.0,2.0,4.0,2.0,1203.0,24.0
8,5.0,3.0,38.0,1.0,0.0,1.0,4.0,1.0,1.0,1203.0,24.0
9,2.0,3.0,37.0,1.0,3.0,1.0,4.0,3.0,1.0,1203.0,24.0
10,2.0,3.0,66.0,1.0,6.0,1.0,4.0,4.0,1.0,1203.0,24.0
11,2.0,3.0,52.0,1.0,6.0,1.0,3.0,4.0,1.0,1203.0,24.0
12,5.0,5.0,6.0,1.0,6.0,2.0,1.0,4.0,1.0,1203.0,24.0
13,5.0,4.0,6.0,1.0,1.0,2.0,4.0,4.0,1.0,1203.0,24.0
14,5.0,4.0,15.0,1.0,1.0,2.0,4.0,2.0,1.0,1203.0,24.0
15,2.0,2.0,33.0,1.0,6.0,1.0,2.0,4.0,1.0,1203.0,24.0
16,5.0,4.0,5.0,1.0,1.0,2.0,4.0,4.0,1.0,1203.0,24.0
17,5.0,4.0,3.0,1.0,1.0,2.0,4.0,2.0,1.0,1203.0,24.0
18,5.0,4.0,7.0,1.0,1.0,2.0,4.0,4.0,1.0,1203.0,24.0
19,5.0,4.0,6.0,1.0,1.0,2.0,4.0,3.0,1.0,1203.0,24.0
20,5.0,3.0,25.0,1.0,1.0,2.0,4.0,2.0,1.0,1203.0,24.0
21,5.0,4.0,32.0,1.0,0.0,1.0,4.0,1.0,1.0,1203.0,24.0
22,5.0,4.0,5.0,1.0,1.0,2.0,3.0,2.0,1.0,1203.0,24.0
23,6.0,3.0,47.0,1.0,0.0,1.0,4.0,1.0,1.0,1203.0,24.0
24,5.0,4.0,4.0,1.0,1.0,2.0,4.0,3.0,1.0,1203.0,24.0
25,2.0,4.0,43.0,1.0,5.0,1.0,2.0,4.0,1.0,1203.0,24.0
26,6.0,2.0,61.0,1.0,6.0,2.0,2.0,1.0,1.0,1203.0,24.0
27,6.0,3.0,19.0,1.0,0.0,1.0,2.0,4.0,1.0,1203.0,24.0
28,2.0,2.0,32.0,1.0,2.0,1.0,2.0,4.0,1.0,1203.0,24.0
29,5.0,4.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,1203.0,24.0
30,5.0,4.0,22.0,1.0,1.0,2.0,4.0,2.0,1.0,1203.0,24.0
31,2.0,4.0,40.0,1.0,4.0,1.0,3.0,4.0,1.0,1203.0,24.0
32,5.0,4.0,24.0,1.0,6.0,2.0,1.0,4.0,1.0,1203.0,24.0
33,5.0,4.0,6.0,1.0,1.0,2.0,3.0,2.0,1.0,1203.0,24.0
34,5.0,4.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,1203.0,24.0
35,5.0,4.0,16.0,1.0,0.0,1.0,4.0,2.0,1.0,1203.0,24.0
36,4.0,3.0,36.0,1.0,1.0,1.0,4.0,1.0,1.0,1203.0,24.0
37,2.0,2.0,32.0,1.0,1.0,1.0,2.0,4.0,1.0,1203.0,24.0
38,6.0,3.0,46.0,1.0,0.0,1.0,4.0,1.0,1.0,1203.0,24.0
39,5.0,2.0,55.0,1.0,6.0,2.0,1.0,4.0,1.0,1203.0,24.0
40,2.0,2.0,33.0,1.0,1.0,1.0,2.0,4.0,1.0,1203.0,24.0
41,2.0,2.0,31.0,1.0,4.0,1.0,2.0,4.0,1.0,1203.0,24.0
42,6.0,2.0,48.0,1.0,1.0,1.0,4.0,1.0,1.0,1203.0,24.0
43,2.0,2.0,35.0,1.0,6.0,1.0,1.0,4.0,1.0,1203.0,24.0
44,5.0,4.0,26.0,1.0,4.0,2.0,3.0,4.0,1.0,1203.0,24.0
45,5.0,4.0,10.0,1.0,0.0,1.0,3.0,2.0,1.0,1203.0,24.0
46,5.0,2.0,50.0,1.0,1.0,2.0,3.0,3.0,3.0,1203.0,24.0
47,4.0,3.0,29.0,1.0,1.0,1.0,4.0,4.0,1.0,1203.0,24.0
48,5.0,4.0,0.0,1.0,0.0,2.0,4.0,1.0,1.0,1203.0,24.0
49,5.0,4.0,13.0,1.0,5.0,2.0,2.0,4.0,1.0,1203.0,24.0
50,5.0,3.0,41.0,1.0,0.0,1.0,4.0,1.0,1.0,1203.0,24.0
51,5.0,4.0,18.0,1.0,0.0,1.0,4.0,2.0,1.0,1203.0,24.0
52,2.0,2.0,56.0,1.0,5.0,1.0,4.0,1.0,1.0,1203.0,24.0
53,5.0,4.0,19.0,1.0,1.0,2.0,4.0,4.0,1.0,1203.0,24.0
54,5.0,3.0,42.0,1.0,0.0,1.0,4.0,1.0,1.0,1203.0,24.0
55,5.0,4.0,21.0,1.0,1.0,2.0,4.0,2.0,1.0,1203.0,24.0
56,5.0,2.0,45.0,1.0,1.0,2.0,4.0,2.0,1.0,1203.0,24.0
57,5.0,3.0,43.0,1.0,2.0,1.0,4.0,1.0,1.0,1203.0,24.0
58,5.0,4.0,20.0,1.0,1.0,2.0,4.0,4.0,1.0,1203.0,24.0
59,6.0,2.0,57.0,1.0,1.0,2.0,4.0,1.0,1.0,1203.0,24.0
60,5.0,4.0,6.0,1.0,1.0,2.0,4.0,4.0,1.0,1203.0,24.0
61,6.0,3.0,17.0,1.0,0.0,1.0,3.0,4.0,1.0,1203.0,24.0
62,2.0,2.0,33.0,1.0,6.0,1.0,2.0,4.0,1.0,1203.0,24.0
63,5.0,4.0,32.0,1.0,0.0,1.0,4.0,2.0,1.0,1203.0,24.0
64,2.0,2.0,32.0,1.0,4.0,1.0,2.0,4.0,1.0,1203.0,24.0
65,2.0,3.0,58.0,1.0,6.0,1.0,4.0,4.0,1.0,1203.0,24.0
66,5.0,4.0,2.0,1.0,0.0,1.0,2.0,3.0,1.0,1203.0,24.0
67,6.0,3.0,50.0,1.0,0.0,1.0,3.0,2.0,1.0,1203.0,24.0
68,5.0,4.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,1203.0,24.0
69,5.0,4.0,10.0,1.0,1.0,2.0,4.0,2.0,1.0,1203.0,24.0
70,2.0,3.0,44.0,1.0,4.0,1.0,4.0,3.0,1.0,1203.0,24.0
71,2.0,2.0,34.0,2.0,2.0,1.0,1.0,4.0,3.0,1203.0,24.0
72,5.0,4.0,22.0,1.0,1.0,2.0,4.0,2.0,1.0,1203.0,24.0
73,5.0,4.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,1203.0,24.0
74,2.0,2.0,31.0,1.0,3.0,1.0,2.0,4.0,1.0,1203.0,24.0
75,2.0,3.0,53.0,1.0,5.0,1.0,4.0,1.0,1.0,1203.0,24.0
76,5.0,3.0,43.0,1.0,0.0,1.0,4.0,1.0,1.0,1203.0,24.0
